"producto","presentacion","marca","categoria","catalogo","precio","fechaRegistro","cadenaComercial","giro","nombreComercial","direccion","estado","municipio","latitud","longitud"
"SHAMPOO PARA BEBES / NINOS","BOTELLA 250 ML RICITOS DE ORO CON MANZANILLA","GRISI","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",41.8,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"FORMULA LACTEA","ULTRAPASTEURIZADA. CON GRASA VEGETAL. CAJA 1 LT.","NUTRILECHE","LECHE PROCESADA","BASICOS",10.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LECHE ULTRAPASTEURIZADA","SEMIDESCREMADA. CAJA 1 LT.","PARMALAT. SEMI","LECHE PROCESADA","BASICOS",11.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LECHE ULTRAPASTEURIZADA","CAJA 1 LT. ENTERA","LALA. ENTERA","LECHE PROCESADA","BASICOS",12.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRESCO","BOTELLA 1 LT. NO RETORNABLE","COCA COLA","REFRESCOS ENVASADOS","BASICOS",9.91,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"AGUA CON GAS","CANASTILLA CON 6 BOTELLAS DE 355 ML","PENAFIEL","REFRESCOS ENVASADOS","BASICOS",25.91,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TEJOCOTE","1 KG","S/M","PRODUCTOS DE TEMPORADA (NAVIDEÐOS)","FRUTAS Y LEGUMBRES",15.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TOALLA FEMENINA","BOLSA 10 PIEZAS. CUIDADO NOCTURNO. NOCHE. CON ALAS","NATURELLA","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",17.15,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TOALLA FEMENINA","BOLSA 14 PIEZAS. INTIMA CLIP. REGULAR. CON ALAS","SABA","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",28.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TOALLA FEMENINA","BOLSA 20 PIEZAS. NATURAL FLEX. ANATÓMICA. SIN ALAS","KOTEX","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",29.15,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"POLVO P/BEBIDAS SABOR CHOCOLATE","LATA 400 GR.","CHOCO MILK","CHOCOLATES Y GOLOSINAS","MERCADOS",27.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"POLVO P/BEBIDAS SABOR CHOCOLATE","BOLSA 400 GR.","CHOCO MILK","CHOCOLATES Y GOLOSINAS","MERCADOS",20.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"MOSTAZA","BOTELLA 397 GR. PREPARADA","FRENCH S CLASSIC YELLOW","CONDIMENTOS","BASICOS",23.2,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRESCO","BOTELLA 3 LT. NO RETORNABLE","SPRITE","REFRESCOS ENVASADOS","BASICOS",13.21,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRESCO","BOTELLA 2 LT. NO RETORNABLE","SIDRAL MUNDET LIGHT","REFRESCOS ENVASADOS","BASICOS",16.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REFRESCO","BOTELLA 2 LT. NO RETORNABLE.","SIDRAL MUNDET","REFRESCOS ENVASADOS","BASICOS",14.8,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"PLANCHAS","5003 o 5003-13. VAPOR. SUELA ANTIADHERENTE","OSTER","APARATOS ELECTRICOS","ELECTRODOMESTICOS",308,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"EXTRACTORES DE JUGOS Y EXPRIMIDORES","CJ 631. EXPRIMIDOR","BLACK & DECKER","APARATOS ELECTRICOS","ELECTRODOMESTICOS",423.45,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CERVEZA","PAQUETE CON 8 LATAS DE 355 ML.","TECATE","CERVEZA","BASICOS",71.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"GELATINA EN POLVO","CAJA 84 GR. AGUA. LIMON","PRONTO","CHOCOLATES Y GOLOSINAS","BASICOS",5.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"POLVO P/BEBIDAS SABOR CHOCOLATE","LATA 400 GR.","NESQUIK","CHOCOLATES Y GOLOSINAS","MERCADOS",24.91,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"POLVO PARA BEBIDAS SABOR CHOCOLATE","BOLSA 400 GR.","MARCA INSTITUCIONAL","CHOCOLATES Y GOLOSINAS","BASICOS",13.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DESODORANTE","BARRA 60 GR. FRESH","SPEED STICK","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",34,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TELEVISORES","TC-P42C2X. COLOR 42 PLGS. PANTALLA PLASMA","PANASONIC. VIERA","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",9498,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TELEVISORES","KDL-40SL150. COLOR 40 PLGS. PANTALLA CRISTAL LIQUIDO. C/ENTRADA P/AUDIFONOS","SONY. BRAVIA","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",13497,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"COMPONENTES DE AUDIO","CMT-FX300i. CD'S 1 MP3; BASE PARA IPOD. SIN CASETERA. POTENCIA 10 W RMS","SONY","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",2298,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"COMPONENTES DE AUDIO","CMT-EH15. CD'S 1 MP3. CASETERAS 1 MECANICA. POTENCIA 14 W RMS","SONY","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",1498,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"PLANCHAS","EGEO. VAPOR. SUELA CERAMICA","TAURUS","APARATOS ELECTRICOS","ELECTRODOMESTICOS",268,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CO-APROVEL","CAJA CON 28 TABLETAS 300 MG. / 25 MG","SIN MARCA","MEDICAMENTOS","MEDICAMENTOS",610,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ZESTRIL","CAJA CON 14 TABLETAS DE 20 MG.","ASTRAZENECA, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",246.12,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CALCIGENOL DOBLE","FRASCO CON 340 ML. SUSPENSION","AVENTIS PHARMA, S.A. DE C.V","MEDICAMENTOS","MEDICAMENTOS",90.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DOLO-NEUROBION FORTE","CAJA CON 1 AMPOLLETA # 1/1 ML Y 1 AMPOLLETA # 2/2 ML","MERCK-MEXICO, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",162.92,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DESODORANTE","BARRA 45 GR. INVISIBLE. FLORAL","LADY SPEED STICK","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",33.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SHAMPOO","BOTELLA 350 ML. FRUCTIS. FORTIFICANTE. STOP CAIDA","GARNIER","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",39,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/TRASTES","BOTELLA 750 ML. LIQUIDO. ANTIBACTERIAL","AXION","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",18.6,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SEPTRIN F","CAJA CON 14 TABLETAS. 800 MG / 160 MG","SIN MARCA","MEDICAMENTOS","MEDICAMENTOS",105.35,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"XENICAL","CAJA CON 21 CAPSULAS DE 120 MG.","PRODUCTOS ROCHE, S.A DE C.V.","MEDICAMENTOS","MEDICAMENTOS",466.2,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CAPTOPRIL","FRASCO CON 30 TABLETAS DE 25 MG","FARMACOM. GI. QUIMICA Y FARMACIA","MEDICAMENTOS","MEDICAMENTOS",31.35,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CEFALEXINA","CAJA CON 20 CAPSULAS DE 500 MG.","FARMACOM GI RANBAXI LABORATORIES LIMITED","MEDICAMENTOS","MEDICAMENTOS",71.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CISAPRIDA","CAJA CON 30 TABLETAS DE 10 MG","MEDIMART. GI. KENER","MEDICAMENTOS","MEDICAMENTOS",33.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SURGAM 300","CAJA CON 30 COMPRIMIDOS DE 300 MG.","AVENTIS PHARMA, S.A. DE C.V","MEDICAMENTOS","MEDICAMENTOS",243.85,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"AEROFLUX","CAJA CON FRASCO 120 ML Y VASO DOSIFICADOR","GLAXO WELLCOME MEXICO, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",157.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ASPIRINA","CAJA CON 12 TABLETAS EFERVESCENTES DE 500 MG","BAYER DE MEXICO, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",16.6,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LIMPIADOR LIQUIDO P/PISO","BOTELLA 1 LT. MULTIUSOS PINO","PINOL. EL ORIGINAL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",13.01,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LIMPIADOR LIQUIDO P/PISO","BOTELLA 1 LT. MULTIUSOS PINO","MARCA INSTITUCIONAL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",11.95,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JABON DE PASTA","BARRA 400 GR. CON ENVOLTURA","ZOTE (ROSA)","DETERGENTES Y PRODUCTOS SIMILARES","MERCADOS",8.25,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TELEVISORES","PL 42C450B1D. COLOR 42 PLGS. PANTALLA PLASMA","SAMSUNG","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",8998,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CAMARAS DIGITALES","DMC-FH3. MEGA PIXELES 14. ZOOM OPTICO 5 X","PANASONIC","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",1998,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CAMARAS DIGITALES","M 341. MEGA PIXELES 12.2. ZOOM OPTICO 3 X","KODAK EASY SHARE","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",1998,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOLSA 1 KG. POLVO. MATIC. BAJA ESPUMA","ARIEL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",29.05,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOLSA 1 KG. POLVO","ACE. BLANCOS DIAMANTE","DETERGENTES Y PRODUCTOS SIMILARES","MERCADOS",24.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOLSA 1 KG. POLVO","FOCA","DETERGENTES Y PRODUCTOS SIMILARES","MERCADOS",20.22,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ARROZ","BOLSA 1 KG. SUPER EXTRA","MARCA INSTITUCIONAL","ARROZ Y CEREALES PREPARADOS","BASICOS",11.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"PASTA PARA SOPA","PAQUETE 200 GR. INCLUYE PASTA LARGA","MARCA INSTITUCIONAL","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",3.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"HARINA HOT CAKES","CAJA 800 GR. ORIGINAL","AUNT JEMIMA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",34.3,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"HARINA HOT CAKES","PAQUETE 1 KG. TRADICIONALES","GAMESA","GALLETAS PASTAS Y HARINAS DE TRIGO","MERCADOS",21.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"MAIZ POZOLERO","BOLSA 1 KG. (ROJA)","OVARB-LOLITA","TORTILLAS Y DERIVADOS DEL MAIZ","BASICOS",16.8,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"MAIZ POZOLERO","BOLSA 1 KG.","OVARB","TORTILLAS Y DERIVADOS DEL MAIZ","BASICOS",17.35,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ALL-BRAN","CAJA 500 GR. ORIGINAL","KELLOGG'S","ARROZ Y CEREALES PREPARADOS","BASICOS",40.82,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CEREALES","CAJA 510 GR.","ZUCARITAS KELLOGG S","ARROZ Y CEREALES PREPARADOS","MERCADOS",35.45,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CEREALES","CAJA 500 GR.","CORN FLAKES KELLOGG S","ARROZ Y CEREALES PREPARADOS","MERCADOS",22.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"AVENA","BOTE 510 GR. HOJUELA","QUAKER OATS","ARROZ Y CEREALES PREPARADOS","BASICOS",26,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
